考试类型,科目,重要程度,问题,答案,备注
一级注册建筑师,建筑设计,高,“防火疏散”最容易出现的失分点是什么？,最容易失分在于：方案成熟后才补消防。复习时要把规范底线与设计表达同步训练。,易错点
一级注册建筑师,建筑设计,中,如果综合题考到“防火疏散”，应该先审什么？,先审建筑类型、使用人群、规模与运行模式，再判断防火疏散对方案的主导作用。,审题顺序
一级注册建筑师,建筑设计,中,“防火疏散”在方案优劣比较中通常看哪些维度？,通常看功能效率、空间体验、规范符合性、环境回应和可实施性。,比较题
一级注册建筑师,建筑设计,中,为什么“防火疏散”经常与其他设计要素联动考查？,因为建筑设计是综合判断，单一要素很少独立存在，必须与结构、设备、场地和运营协同。,综合性
一级注册建筑师,建筑设计,高,建筑设计科目中，“无障碍设计”的核心抓手是什么？,核心抓手是：无障碍不是附加设施，而是整体空间组织的一部分。答题时要围绕连续路径、坡道、电梯、卫生间和标识进行图面与文字判断。,核心概念
一级注册建筑师,建筑设计,高,“无障碍设计”最容易出现的失分点是什么？,最容易失分在于：只记尺寸不考虑连续性。复习时要把规范底线与设计表达同步训练。,易错点
一级注册建筑师,建筑设计,中,如果综合题考到“无障碍设计”，应该先审什么？,先审建筑类型、使用人群、规模与运行模式，再判断无障碍设计对方案的主导作用。,审题顺序
一级注册建筑师,建筑设计,中,“无障碍设计”在方案优劣比较中通常看哪些维度？,通常看功能效率、空间体验、规范符合性、环境回应和可实施性。,比较题
一级注册建筑师,建筑设计,中,为什么“无障碍设计”经常与其他设计要素联动考查？,因为建筑设计是综合判断，单一要素很少独立存在，必须与结构、设备、场地和运营协同。,综合性
一级注册建筑师,建筑设计,高,建筑设计科目中，“日照与采光”的核心抓手是什么？,核心抓手是：建筑朝向、间距和开窗组织直接影响使用品质与法规符合性。答题时要围绕住宅日照、公共空间自然采光与眩光控制进行图面与文字判断。,核心概念
一级注册建筑师,建筑设计,高,“日照与采光”最容易出现的失分点是什么？,最容易失分在于：只看采光面积不看深度与遮挡。复习时要把规范底线与设计表达同步训练。,易错点
一级注册建筑师,建筑设计,中,如果综合题考到“日照与采光”，应该先审什么？,先审建筑类型、使用人群、规模与运行模式，再判断日照与采光对方案的主导作用。,审题顺序
一级注册建筑师,建筑设计,中,“日照与采光”在方案优劣比较中通常看哪些维度？,通常看功能效率、空间体验、规范符合性、环境回应和可实施性。,比较题
一级注册建筑师,建筑设计,中,为什么“日照与采光”经常与其他设计要素联动考查？,因为建筑设计是综合判断，单一要素很少独立存在，必须与结构、设备、场地和运营协同。,综合性
一级注册建筑师,建筑设计,高,建筑设计科目中，“通风与微气候”的核心抓手是什么？,核心抓手是：自然通风和场地风环境会影响舒适性与能耗。答题时要围绕开口组织、穿堂风、院落、遮阳与热岛缓解进行图面与文字判断。,核心概念
一级注册建筑师,建筑设计,高,“通风与微气候”最容易出现的失分点是什么？,最容易失分在于：把通风和空调完全割裂。复习时要把规范底线与设计表达同步训练。,易错点
一级注册建筑师,建筑设计,中,如果综合题考到“通风与微气候”，应该先审什么？,先审建筑类型、使用人群、规模与运行模式，再判断通风与微气候对方案的主导作用。,审题顺序
一级注册建筑师,建筑设计,中,“通风与微气候”在方案优劣比较中通常看哪些维度？,通常看功能效率、空间体验、规范符合性、环境回应和可实施性。,比较题
一级注册建筑师,建筑设计,中,为什么“通风与微气候”经常与其他设计要素联动考查？,因为建筑设计是综合判断，单一要素很少独立存在，必须与结构、设备、场地和运营协同。,综合性
一级注册建筑师,建筑设计,高,建筑设计科目中，“建筑类型学”的核心抓手是什么？,核心抓手是：不同建筑类型有稳定的功能模块和尺度逻辑。答题时要围绕住宅、学校、医院、博物馆、图书馆、办公进行图面与文字判断。,核心概念
一级注册建筑师,建筑设计,高,“建筑类型学”最容易出现的失分点是什么？,最容易失分在于：套用单一模板。复习时要把规范底线与设计表达同步训练。,易错点
一级注册建筑师,建筑设计,中,如果综合题考到“建筑类型学”，应该先审什么？,先审建筑类型、使用人群、规模与运行模式，再判断建筑类型学对方案的主导作用。,审题顺序
一级注册建筑师,建筑设计,中,“建筑类型学”在方案优劣比较中通常看哪些维度？,通常看功能效率、空间体验、规范符合性、环境回应和可实施性。,比较题
一级注册建筑师,建筑设计,中,为什么“建筑类型学”经常与其他设计要素联动考查？,因为建筑设计是综合判断，单一要素很少独立存在，必须与结构、设备、场地和运营协同。,综合性
一级注册建筑师,建筑设计,高,建筑设计科目中，“建筑历史与理论”的核心抓手是什么？,核心抓手是：理论与历史用于支撑判断而不是孤立背诵。答题时要围绕现代主义、地域性、经典秩序和当代公共性进行图面与文字判断。,核心概念
一级注册建筑师,建筑设计,高,“建筑历史与理论”最容易出现的失分点是什么？,最容易失分在于：只记流派不理解空间影响。复习时要把规范底线与设计表达同步训练。,易错点
一级注册建筑师,建筑设计,中,如果综合题考到“建筑历史与理论”，应该先审什么？,先审建筑类型、使用人群、规模与运行模式，再判断建筑历史与理论对方案的主导作用。,审题顺序
一级注册建筑师,建筑设计,中,“建筑历史与理论”在方案优劣比较中通常看哪些维度？,通常看功能效率、空间体验、规范符合性、环境回应和可实施性。,比较题
一级注册建筑师,建筑设计,中,为什么“建筑历史与理论”经常与其他设计要素联动考查？,因为建筑设计是综合判断，单一要素很少独立存在，必须与结构、设备、场地和运营协同。,综合性
一级注册建筑师,建筑设计,高,建筑设计科目中，“立面与体量”的核心抓手是什么？,核心抓手是：立面应回应功能、结构、材料和城市界面。答题时要围绕比例、虚实、节奏、遮阳和构造表达进行图面与文字判断。,核心概念
一级注册建筑师,建筑设计,高,“立面与体量”最容易出现的失分点是什么？,最容易失分在于：只追求图像效果。复习时要把规范底线与设计表达同步训练。,易错点
一级注册建筑师,建筑设计,中,如果综合题考到“立面与体量”，应该先审什么？,先审建筑类型、使用人群、规模与运行模式，再判断立面与体量对方案的主导作用。,审题顺序
一级注册建筑师,建筑设计,中,“立面与体量”在方案优劣比较中通常看哪些维度？,通常看功能效率、空间体验、规范符合性、环境回应和可实施性。,比较题
一级注册建筑师,建筑设计,中,为什么“立面与体量”经常与其他设计要素联动考查？,因为建筑设计是综合判断，单一要素很少独立存在，必须与结构、设备、场地和运营协同。,综合性
一级注册建筑师,建筑设计,高,建筑设计科目中，“剖面设计”的核心抓手是什么？,核心抓手是：剖面常决定空间品质、设备整合和结构合理性。答题时要围绕层高、净高、采光、排烟、上下关系进行图面与文字判断。,核心概念
一级注册建筑师,建筑设计,高,“剖面设计”最容易出现的失分点是什么？,最容易失分在于：重平面轻剖面。复习时要把规范底线与设计表达同步训练。,易错点
一级注册建筑师,建筑设计,中,如果综合题考到“剖面设计”，应该先审什么？,先审建筑类型、使用人群、规模与运行模式，再判断剖面设计对方案的主导作用。,审题顺序
一级注册建筑师,建筑设计,中,“剖面设计”在方案优劣比较中通常看哪些维度？,通常看功能效率、空间体验、规范符合性、环境回应和可实施性。,比较题
一级注册建筑师,建筑设计,中,为什么“剖面设计”经常与其他设计要素联动考查？,因为建筑设计是综合判断，单一要素很少独立存在，必须与结构、设备、场地和运营协同。,综合性
一级注册建筑师,建筑设计,高,建筑设计科目中，“既有建筑改造”的核心抓手是什么？,核心抓手是：要平衡保护、更新、结构条件和功能再利用。答题时要围绕增设电梯、消防补强、立面更新和空间植入进行图面与文字判断。,核心概念
一级注册建筑师,建筑设计,高,“既有建筑改造”最容易出现的失分点是什么？,最容易失分在于：只做表皮翻新。复习时要把规范底线与设计表达同步训练。,易错点
一级注册建筑师,建筑设计,中,如果综合题考到“既有建筑改造”，应该先审什么？,先审建筑类型、使用人群、规模与运行模式，再判断既有建筑改造对方案的主导作用。,审题顺序
一级注册建筑师,建筑设计,中,“既有建筑改造”在方案优劣比较中通常看哪些维度？,通常看功能效率、空间体验、规范符合性、环境回应和可实施性。,比较题
一级注册建筑师,建筑设计,中,为什么“既有建筑改造”经常与其他设计要素联动考查？,因为建筑设计是综合判断，单一要素很少独立存在，必须与结构、设备、场地和运营协同。,综合性
一级注册建筑师,建筑设计,高,建筑设计科目中，“公共性与开放空间”的核心抓手是什么？,核心抓手是：优秀建筑设计需处理建筑与城市、景观和公众活动的关系。答题时要围绕前广场、灰空间、街道界面和可达性进行图面与文字判断。,核心概念
一级注册建筑师,建筑设计,高,“公共性与开放空间”最容易出现的失分点是什么？,最容易失分在于：只看建筑本体。复习时要把规范底线与设计表达同步训练。,易错点
一级注册建筑师,建筑设计,中,如果综合题考到“公共性与开放空间”，应该先审什么？,先审建筑类型、使用人群、规模与运行模式，再判断公共性与开放空间对方案的主导作用。,审题顺序
一级注册建筑师,建筑设计,中,“公共性与开放空间”在方案优劣比较中通常看哪些维度？,通常看功能效率、空间体验、规范符合性、环境回应和可实施性。,比较题
一级注册建筑师,建筑设计,中,为什么“公共性与开放空间”经常与其他设计要素联动考查？,因为建筑设计是综合判断，单一要素很少独立存在，必须与结构、设备、场地和运营协同。,综合性
一级注册建筑师,建筑设计,高,建筑设计科目中，“绿色与低碳设计”的核心抓手是什么？,核心抓手是：建筑设计阶段决定大量被动节能效果和碳排放水平。答题时要围绕遮阳、自然通风、紧凑体形、材料选择和可再生能源协同进行图面与文字判断。,核心概念
一级注册建筑师,建筑设计,高,“绿色与低碳设计”最容易出现的失分点是什么？,最容易失分在于：把低碳等同于加设备。复习时要把规范底线与设计表达同步训练。,易错点
一级注册建筑师,建筑设计,中,如果综合题考到“绿色与低碳设计”，应该先审什么？,先审建筑类型、使用人群、规模与运行模式，再判断绿色与低碳设计对方案的主导作用。,审题顺序
一级注册建筑师,建筑设计,中,“绿色与低碳设计”在方案优劣比较中通常看哪些维度？,通常看功能效率、空间体验、规范符合性、环境回应和可实施性。,比较题
一级注册建筑师,建筑设计,中,为什么“绿色与低碳设计”经常与其他设计要素联动考查？,因为建筑设计是综合判断，单一要素很少独立存在，必须与结构、设备、场地和运营协同。,综合性
一级注册建筑师,设计前期与场地设计,高,“用地条件解读”在设计前期与场地设计中的关键作用是什么？,关键作用是：读懂红线、退界、限高、容积率和控制线是前提。答题时应围绕规划条件、土地边界、周边道路与不利因素识别展开。,核心点
一级注册建筑师,设计前期与场地设计,高,用地条件解读最常见的失分原因是什么？,常见失分原因是：没读清题就开始布置。应先满足底线约束，再优化空间品质。,易错点
一级注册建筑师,设计前期与场地设计,中,遇到用地条件解读相关题目，答题顺序一般怎样安排？,一般按“识别约束—组织关系—校核规范—优化细节”的顺序作答。,顺序题
一级注册建筑师,设计前期与场地设计,中,用地条件解读为什么往往决定总平面的成败？,因为它会联动建筑布置、流线组织、市政接口和后续实施可行性。,综合判断
一级注册建筑师,设计前期与场地设计,中,如果案例背景是场地题第一步，作答时应特别强调什么？,应特别强调与该场景直接相关的硬性控制条件、关键流线和场地适应性。,场景应用
一级注册建筑师,设计前期与场地设计,高,“场地出入口组织”在设计前期与场地设计中的关键作用是什么？,关键作用是：入口数量、位置和分工直接影响交通效率与安全。答题时应围绕人车分流、消防扑救面、后勤出入口和落客区展开。,核心点
一级注册建筑师,设计前期与场地设计,高,场地出入口组织最常见的失分原因是什么？,常见失分原因是：入口只看方便不看冲突。应先满足底线约束，再优化空间品质。,易错点
一级注册建筑师,设计前期与场地设计,中,遇到场地出入口组织相关题目，答题顺序一般怎样安排？,一般按“识别约束—组织关系—校核规范—优化细节”的顺序作答。,顺序题
一级注册建筑师,设计前期与场地设计,中,场地出入口组织为什么往往决定总平面的成败？,因为它会联动建筑布置、流线组织、市政接口和后续实施可行性。,综合判断
一级注册建筑师,设计前期与场地设计,中,如果案例背景是总平面高频，作答时应特别强调什么？,应特别强调与该场景直接相关的硬性控制条件、关键流线和场地适应性。,场景应用
一级注册建筑师,设计前期与场地设计,高,“消防总图”在设计前期与场地设计中的关键作用是什么？,关键作用是：消防车道、登高面、回车场和扑救场地要成系统。答题时应围绕与建筑间距、道路宽度和高层要求协同展开。,核心点
一级注册建筑师,设计前期与场地设计,高,消防总图最常见的失分原因是什么？,常见失分原因是：把消防要求后置处理。应先满足底线约束，再优化空间品质。,易错点
一级注册建筑师,设计前期与场地设计,中,遇到消防总图相关题目，答题顺序一般怎样安排？,一般按“识别约束—组织关系—校核规范—优化细节”的顺序作答。,顺序题
一级注册建筑师,设计前期与场地设计,中,消防总图为什么往往决定总平面的成败？,因为它会联动建筑布置、流线组织、市政接口和后续实施可行性。,综合判断
一级注册建筑师,设计前期与场地设计,中,如果案例背景是规范硬约束，作答时应特别强调什么？,应特别强调与该场景直接相关的硬性控制条件、关键流线和场地适应性。,场景应用
一级注册建筑师,设计前期与场地设计,高,“竖向设计”在设计前期与场地设计中的关键作用是什么？,关键作用是：竖向组织要统筹地形、排水、无障碍和土方平衡。答题时应围绕标高衔接、坡道、台地、挡土与雨水组织展开。,核心点
一级注册建筑师,设计前期与场地设计,高,竖向设计最常见的失分原因是什么？,常见失分原因是：只做平面不管高差。应先满足底线约束，再优化空间品质。,易错点
一级注册建筑师,设计前期与场地设计,中,遇到竖向设计相关题目，答题顺序一般怎样安排？,一般按“识别约束—组织关系—校核规范—优化细节”的顺序作答。,顺序题
一级注册建筑师,设计前期与场地设计,中,竖向设计为什么往往决定总平面的成败？,因为它会联动建筑布置、流线组织、市政接口和后续实施可行性。,综合判断
一级注册建筑师,设计前期与场地设计,中,如果案例背景是山地与复杂场地，作答时应特别强调什么？,应特别强调与该场景直接相关的硬性控制条件、关键流线和场地适应性。,场景应用
一级注册建筑师,设计前期与场地设计,高,“停车与交通组织”在设计前期与场地设计中的关键作用是什么？,关键作用是：静态交通和动态交通都要与建筑类型匹配。答题时应围绕车位布置、流线、转弯半径、出入口视距和高峰组织展开。,核心点
一级注册建筑师,设计前期与场地设计,高,停车与交通组织最常见的失分原因是什么？,常见失分原因是：只按数量配车位。应先满足底线约束，再优化空间品质。,易错点
一级注册建筑师,设计前期与场地设计,中,遇到停车与交通组织相关题目，答题顺序一般怎样安排？,一般按“识别约束—组织关系—校核规范—优化细节”的顺序作答。,顺序题
一级注册建筑师,设计前期与场地设计,中,停车与交通组织为什么往往决定总平面的成败？,因为它会联动建筑布置、流线组织、市政接口和后续实施可行性。,综合判断
一级注册建筑师,设计前期与场地设计,中,如果案例背景是商业办公住宅通用，作答时应特别强调什么？,应特别强调与该场景直接相关的硬性控制条件、关键流线和场地适应性。,场景应用
一级注册建筑师,设计前期与场地设计,高,“日照与间距控制”在设计前期与场地设计中的关键作用是什么？,关键作用是：场地布局应先满足关键建筑日照和防火间距等底线。答题时应围绕住宅日照、朝向、间距和遮挡关系展开。,核心点
一级注册建筑师,设计前期与场地设计,高,日照与间距控制最常见的失分原因是什么？,常见失分原因是：后期才校核日照。应先满足底线约束，再优化空间品质。,易错点
一级注册建筑师,设计前期与场地设计,中,遇到日照与间距控制相关题目，答题顺序一般怎样安排？,一般按“识别约束—组织关系—校核规范—优化细节”的顺序作答。,顺序题
一级注册建筑师,设计前期与场地设计,中,日照与间距控制为什么往往决定总平面的成败？,因为它会联动建筑布置、流线组织、市政接口和后续实施可行性。,综合判断
一级注册建筑师,设计前期与场地设计,中,如果案例背景是住宅类高频，作答时应特别强调什么？,应特别强调与该场景直接相关的硬性控制条件、关键流线和场地适应性。,场景应用
一级注册建筑师,设计前期与场地设计,高,“场地排水”在设计前期与场地设计中的关键作用是什么？,关键作用是：应结合地形、雨污分流和海绵城市思维整体考虑。答题时应围绕坡向、雨水口、调蓄、下凹绿地和不利低点处理展开。,核心点
一级注册建筑师,设计前期与场地设计,高,场地排水最常见的失分原因是什么？,常见失分原因是：只记管线不看地形。应先满足底线约束，再优化空间品质。,易错点
一级注册建筑师,设计前期与场地设计,中,遇到场地排水相关题目，答题顺序一般怎样安排？,一般按“识别约束—组织关系—校核规范—优化细节”的顺序作答。,顺序题
一级注册建筑师,设计前期与场地设计,中,场地排水为什么往往决定总平面的成败？,因为它会联动建筑布置、流线组织、市政接口和后续实施可行性。,综合判断
一级注册建筑师,设计前期与场地设计,中,如果案例背景是近年热点，作答时应特别强调什么？,应特别强调与该场景直接相关的硬性控制条件、关键流线和场地适应性。,场景应用
一级注册建筑师,设计前期与场地设计,高,“景观与开放空间”在设计前期与场地设计中的关键作用是什么？,关键作用是：场地设计不仅是摆建筑，还要组织可达、停留和环境品质。答题时应围绕主轴、节点、视线、绿化和公共活动空间展开。,核心点
一级注册建筑师,设计前期与场地设计,高,景观与开放空间最常见的失分原因是什么？,常见失分原因是：把景观当填空。应先满足底线约束，再优化空间品质。,易错点
一级注册建筑师,设计前期与场地设计,中,遇到景观与开放空间相关题目，答题顺序一般怎样安排？,一般按“识别约束—组织关系—校核规范—优化细节”的顺序作答。,顺序题
一级注册建筑师,设计前期与场地设计,中,景观与开放空间为什么往往决定总平面的成败？,因为它会联动建筑布置、流线组织、市政接口和后续实施可行性。,综合判断
一级注册建筑师,设计前期与场地设计,中,如果案例背景是综合设计，作答时应特别强调什么？,应特别强调与该场景直接相关的硬性控制条件、关键流线和场地适应性。,场景应用
一级注册建筑师,设计前期与场地设计,高,“地下空间与出入口”在设计前期与场地设计中的关键作用是什么？,关键作用是：地下车库、设备用房和人防出入口会强烈影响总平面。答题时应围绕坡道位置、覆土、采光通风和与首层流线的衔接展开。,核心点
一级注册建筑师,设计前期与场地设计,高,地下空间与出入口最常见的失分原因是什么？,常见失分原因是：只顾地上布局。应先满足底线约束，再优化空间品质。,易错点
一级注册建筑师,设计前期与场地设计,中,遇到地下空间与出入口相关题目，答题顺序一般怎样安排？,一般按“识别约束—组织关系—校核规范—优化细节”的顺序作答。,顺序题
一级注册建筑师,设计前期与场地设计,中,地下空间与出入口为什么往往决定总平面的成败？,因为它会联动建筑布置、流线组织、市政接口和后续实施可行性。,综合判断
一级注册建筑师,设计前期与场地设计,中,如果案例背景是总图协同，作答时应特别强调什么？,应特别强调与该场景直接相关的硬性控制条件、关键流线和场地适应性。,场景应用
一级注册建筑师,设计前期与场地设计,高,“管线综合与市政接口”在设计前期与场地设计中的关键作用是什么？,关键作用是：给排水、电力、燃气、通信和消防接口需提前预留。答题时应围绕接驳条件、检修空间和避让关系展开。,核心点
一级注册建筑师,设计前期与场地设计,高,管线综合与市政接口最常见的失分原因是什么？,常见失分原因是：总图阶段忽略市政条件。应先满足底线约束，再优化空间品质。,易错点
一级注册建筑师,设计前期与场地设计,中,遇到管线综合与市政接口相关题目，答题顺序一般怎样安排？,一般按“识别约束—组织关系—校核规范—优化细节”的顺序作答。,顺序题
一级注册建筑师,设计前期与场地设计,中,管线综合与市政接口为什么往往决定总平面的成败？,因为它会联动建筑布置、流线组织、市政接口和后续实施可行性。,综合判断
一级注册建筑师,设计前期与场地设计,中,如果案例背景是前期统筹，作答时应特别强调什么？,应特别强调与该场景直接相关的硬性控制条件、关键流线和场地适应性。,场景应用
一级注册建筑师,设计前期与场地设计,高,“环境敏感因素”在设计前期与场地设计中的关键作用是什么？,关键作用是：噪声源、污染源、不利朝向和景观资源都会影响布置。答题时应围绕避让高压线、污染源、噪声面并利用景观面展开。,核心点
一级注册建筑师,设计前期与场地设计,高,环境敏感因素最常见的失分原因是什么？,常见失分原因是：只看用地内部。应先满足底线约束，再优化空间品质。,易错点
一级注册建筑师,设计前期与场地设计,中,遇到环境敏感因素相关题目，答题顺序一般怎样安排？,一般按“识别约束—组织关系—校核规范—优化细节”的顺序作答。,顺序题
一级注册建筑师,设计前期与场地设计,中,环境敏感因素为什么往往决定总平面的成败？,因为它会联动建筑布置、流线组织、市政接口和后续实施可行性。,综合判断
一级注册建筑师,设计前期与场地设计,中,如果案例背景是前期判断，作答时应特别强调什么？,应特别强调与该场景直接相关的硬性控制条件、关键流线和场地适应性。,场景应用
一级注册建筑师,设计前期与场地设计,高,“海绵城市与低影响开发”在设计前期与场地设计中的关键作用是什么？,关键作用是：强调渗、滞、蓄、净、用、排协同。答题时应围绕透水铺装、雨水花园、调蓄设施和源头控制展开。,核心点
一级注册建筑师,设计前期与场地设计,高,海绵城市与低影响开发最常见的失分原因是什么？,常见失分原因是：把海绵措施理解为单一设施。应先满足底线约束，再优化空间品质。,易错点
一级注册建筑师,设计前期与场地设计,中,遇到海绵城市与低影响开发相关题目，答题顺序一般怎样安排？,一般按“识别约束—组织关系—校核规范—优化细节”的顺序作答。,顺序题
一级注册建筑师,设计前期与场地设计,中,海绵城市与低影响开发为什么往往决定总平面的成败？,因为它会联动建筑布置、流线组织、市政接口和后续实施可行性。,综合判断
一级注册建筑师,设计前期与场地设计,中,如果案例背景是最新趋势，作答时应特别强调什么？,应特别强调与该场景直接相关的硬性控制条件、关键流线和场地适应性。,场景应用
一级注册建筑师,设计前期与场地设计,高,“前期调研与任务书理解”在设计前期与场地设计中的关键作用是什么？,关键作用是：任务书定义了功能、指标、目标人群和约束条件。答题时应围绕场地调研、法规核对、功能梳理和风险识别展开。,核心点
一级注册建筑师,设计前期与场地设计,高,前期调研与任务书理解最常见的失分原因是什么？,常见失分原因是：跳过前期分析直接设计。应先满足底线约束，再优化空间品质。,易错点
一级注册建筑师,设计前期与场地设计,中,遇到前期调研与任务书理解相关题目，答题顺序一般怎样安排？,一般按“识别约束—组织关系—校核规范—优化细节”的顺序作答。,顺序题
一级注册建筑师,设计前期与场地设计,中,前期调研与任务书理解为什么往往决定总平面的成败？,因为它会联动建筑布置、流线组织、市政接口和后续实施可行性。,综合判断
一级注册建筑师,设计前期与场地设计,中,如果案例背景是考试思路，作答时应特别强调什么？,应特别强调与该场景直接相关的硬性控制条件、关键流线和场地适应性。,场景应用
一级注册建筑师,设计前期与场地设计,高,为什么场地题要先看“约束条件”再谈创意？,因为红线、退界、消防、日照、地形等硬约束决定可设计空间，先违背底线就谈不上创意。,方法论
一级注册建筑师,设计前期与场地设计,中,总图题如何快速建立答案框架？,可按“读题—定入口—排建筑—理交通—校消防日照—补景观与市政”展开。,答题技巧
一级注册建筑师,设计前期与场地设计,高,近年场地设计为什么更重视海绵城市和低碳策略？,因为场地已从单纯布置建筑转向统筹生态韧性、雨洪管理和环境绩效。,最新趋势
一级注册建筑师,设计前期与场地设计,高,为什么地下空间设计会反过来影响地上总平面？,坡道、通风口、采光井和结构覆土要求会占用关键位置并改变人车组织。,协同关系
一级注册建筑师,设计前期与场地设计,中,前期调研题如何体现“建筑师视角”？,要把法规、场地、功能、运营和城市关系综合起来，而不是只做数据罗列。,作答风格
一级注册建筑师,建筑结构、建筑物理与设备,高,结构体系选型在本综合科目中的核心理解是什么？,核心理解是：结构体系应服从建筑功能、跨度、高度、抗震和经济性。答题时应围绕框架、剪力墙、钢结构、网架和混合结构适用性把技术选择与建筑条件联系起来。,核心概念
一级注册建筑师,建筑结构、建筑物理与设备,高,结构体系选型最常见的失分点是什么？,最常见的失分点是：只记体系名称不看场景。复习时要重视概念设计和系统协同。,易错点
一级注册建筑师,建筑结构、建筑物理与设备,中,如果题目把结构体系选型放进方案场景，应先判断什么？,先判断建筑类型、规模、地区条件和使用需求，再选择合理的技术路径。,判断顺序
一级注册建筑师,建筑结构、建筑物理与设备,中,结构体系选型为什么常与建筑设计题联动出现？,因为技术系统会直接影响平面、剖面、立面、成本和运行维护，不能脱离建筑方案孤立讨论。,综合性
一级注册建筑师,建筑结构、建筑物理与设备,中,关于结构体系选型，答案怎样写才更像执业建筑师？,要同时写适用条件、技术逻辑、与建筑协同关系以及实施与维护层面的考虑。,执业表达
一级注册建筑师,建筑结构、建筑物理与设备,高,结构布置规律在本综合科目中的核心理解是什么？,核心理解是：规则、连续、传力明确的布置更有利于安全与经济。答题时应围绕抗侧力构件布置、竖向连续性和扭转控制把技术选择与建筑条件联系起来。,核心概念
一级注册建筑师,建筑结构、建筑物理与设备,高,结构布置规律最常见的失分点是什么？,最常见的失分点是：平面功能与结构完全脱节。复习时要重视概念设计和系统协同。,易错点
一级注册建筑师,建筑结构、建筑物理与设备,中,如果题目把结构布置规律放进方案场景，应先判断什么？,先判断建筑类型、规模、地区条件和使用需求，再选择合理的技术路径。,判断顺序
一级注册建筑师,建筑结构、建筑物理与设备,中,结构布置规律为什么常与建筑设计题联动出现？,因为技术系统会直接影响平面、剖面、立面、成本和运行维护，不能脱离建筑方案孤立讨论。,综合性
一级注册建筑师,建筑结构、建筑物理与设备,中,关于结构布置规律，答案怎样写才更像执业建筑师？,要同时写适用条件、技术逻辑、与建筑协同关系以及实施与维护层面的考虑。,执业表达
一级注册建筑师,建筑结构、建筑物理与设备,高,基础选型在本综合科目中的核心理解是什么？,核心理解是：要结合地质条件、荷载特点和沉降控制要求。答题时应围绕独立基础、筏板、桩基和箱基的适用性把技术选择与建筑条件联系起来。,核心概念
一级注册建筑师,建筑结构、建筑物理与设备,高,基础选型最常见的失分点是什么？,最常见的失分点是：只按上部结构选基础。复习时要重视概念设计和系统协同。,易错点
一级注册建筑师,建筑结构、建筑物理与设备,中,如果题目把基础选型放进方案场景，应先判断什么？,先判断建筑类型、规模、地区条件和使用需求，再选择合理的技术路径。,判断顺序
一级注册建筑师,建筑结构、建筑物理与设备,中,基础选型为什么常与建筑设计题联动出现？,因为技术系统会直接影响平面、剖面、立面、成本和运行维护，不能脱离建筑方案孤立讨论。,综合性
一级注册建筑师,建筑结构、建筑物理与设备,中,关于基础选型，答案怎样写才更像执业建筑师？,要同时写适用条件、技术逻辑、与建筑协同关系以及实施与维护层面的考虑。,执业表达
一级注册建筑师,建筑结构、建筑物理与设备,高,抗震设计在本综合科目中的核心理解是什么？,核心理解是：关键在规则性、延性、构造措施和概念设计。答题时应围绕强柱弱梁、强剪弱弯、短柱和薄弱层控制把技术选择与建筑条件联系起来。,核心概念
一级注册建筑师,建筑结构、建筑物理与设备,高,抗震设计最常见的失分点是什么？,最常见的失分点是：把抗震只理解为算力。复习时要重视概念设计和系统协同。,易错点
一级注册建筑师,建筑结构、建筑物理与设备,中,如果题目把抗震设计放进方案场景，应先判断什么？,先判断建筑类型、规模、地区条件和使用需求，再选择合理的技术路径。,判断顺序
一级注册建筑师,建筑结构、建筑物理与设备,中,抗震设计为什么常与建筑设计题联动出现？,因为技术系统会直接影响平面、剖面、立面、成本和运行维护，不能脱离建筑方案孤立讨论。,综合性
一级注册建筑师,建筑结构、建筑物理与设备,中,关于抗震设计，答案怎样写才更像执业建筑师？,要同时写适用条件、技术逻辑、与建筑协同关系以及实施与维护层面的考虑。,执业表达
一级注册建筑师,建筑结构、建筑物理与设备,高,楼盖与大跨度体系在本综合科目中的核心理解是什么？,核心理解是：楼盖形式会影响空间弹性、设备穿越和造价。答题时应围绕梁板、无梁楼盖、桁架、网架、索膜等把技术选择与建筑条件联系起来。,核心概念
一级注册建筑师,建筑结构、建筑物理与设备,高,楼盖与大跨度体系最常见的失分点是什么？,最常见的失分点是：只看跨度不看机电和施工。复习时要重视概念设计和系统协同。,易错点
一级注册建筑师,建筑结构、建筑物理与设备,中,如果题目把楼盖与大跨度体系放进方案场景，应先判断什么？,先判断建筑类型、规模、地区条件和使用需求，再选择合理的技术路径。,判断顺序
一级注册建筑师,建筑结构、建筑物理与设备,中,楼盖与大跨度体系为什么常与建筑设计题联动出现？,因为技术系统会直接影响平面、剖面、立面、成本和运行维护，不能脱离建筑方案孤立讨论。,综合性
一级注册建筑师,建筑结构、建筑物理与设备,中,关于楼盖与大跨度体系，答案怎样写才更像执业建筑师？,要同时写适用条件、技术逻辑、与建筑协同关系以及实施与维护层面的考虑。,执业表达
一级注册建筑师,建筑结构、建筑物理与设备,高,建筑热工在本综合科目中的核心理解是什么？,核心理解是：围护结构、朝向、遮阳和热桥控制共同影响能耗。答题时应围绕传热、蓄热、夏热冬冷/寒冷地区策略把技术选择与建筑条件联系起来。,核心概念
一级注册建筑师,建筑结构、建筑物理与设备,高,建筑热工最常见的失分点是什么？,最常见的失分点是：热工只背公式。复习时要重视概念设计和系统协同。,易错点
